sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
b0f07182404c,modes in pig,modes in PIG?,DATA ANALYTICS,CSE 3rd year.pdf,1,6931
cd8fa10d9db7,modes in which they work,modes in which they work?,PTO,CSE 3rd year.pdf,1,2083
edf16d2e30e4,a what is pig,a) What is PIG?,DATA ANALYTICS,CSE 3rd year.pdf,1,6930
d1854cae891e,n,1 0 7 8-N,E-1 0 7 8-N,CSE 3rd year.pdf,1,5298
5a5c66d7b62a,need for sequence numbers,need for sequence numbers?,[P.T.O.],CSE 3rd year.pdf,1,2257
72770f03078d,notxixitq qool or ausai what is basic block,notxixitq qool or ausai (d) What is basic block?,DOAG),CSE 3rd year.pdf,1,5455
7a81af3e591a,o,O(2n)?,SECTION-1,CSE 3rd year.pdf,1,6389
3d807cf5f355,of a frame buffer using the binary arithmetic operations,of a frame buffer using the binary arithmetic operations?,UNIT - V,CSE 3rd year.pdf,1,2914
72ce1e1c7a7f,of assembly,of assembly?,TCS-402/1960/4,CSE 3rd year.pdf,1,4329
cbcb0a0e947e,of network architecture,of network architecture?,ST021_005 | 103.170.7,CSE 3rd year.pdf,1,2316
1397ee74ecbb,of the packet is corrupted what happens to the packet,of the packet is  corrupted. What happens to the packet?,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3143
cb5f781d0baa,on one processor how many different schedules mare possible,"on one processor, how many different schedules mare possible?",0=4X2,CSE 3rd year.pdf,1,6279
e6b02ea05414,orgnuging,orgnuging,10X 2,CSE 3rd year.pdf,1,456
4e6a0ad87a65,osi,OSI?,OSI?,CSE 3rd year.pdf,1,867
ef366d1b5798,out the job of transition what are the various security threats,out the job of transition. What are the various security threats?,UNIT-IV,CSE 3rd year.pdf,1,5778
516b9783fca5,p,P,TCS-601,CSE 3rd year.pdf,1,6176
daa93cfff1f4,parameter for the algorithm,parameter for the algorithm ?,COMPUTER GRAPHICS,CSE 3rd year.pdf,1,665
862e818c3eba,particular file,particular file?,DS-1077],CSE 3rd year.pdf,1,6337
ca6557469155,a what is transmission media,a) What is transmission media?,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3204
953b88970306,physical organization of nodes,physical organization of nodes?,DATA ANALYTICS,CSE 3rd year.pdf,1,6933
b403bd8c4903,planning and how does it differ from classical state space planning,"planning, and how does it differ from classical state space planning?",ARTIFICIAL INTELLIGENCE,CSE 3rd year.pdf,1,66
c662180230ca,address,address?,5X4=20,CSE 3rd year.pdf,1,863
93372c2da389,possible disadvantage of using layered protocols,possible  disadvantage of using layered protocols?,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3139
a72f630f36d2,powers of,powers of 2?,DS-1077],CSE 3rd year.pdf,1,6295
24d69dd6f3ab,prevention of deadlock,prevention of deadlock?,TCS-601/1970/4,CSE 3rd year.pdf,1,3812
a5a0d15d4ae8,problem,problem?,Q5.,CSE 3rd year.pdf,1,7624
c854b1a23f9f,problem is np complete,problem is NP-Complete?,SECTION-5,CSE 3rd year.pdf,1,6526
f08e978ac76d,problems for full implementation of voice over ip,problems for full implementation of voice over IP?,Q.4.,CSE 3rd year.pdf,1,2535
3ecbedd0d6a1,processes of kb kb kb and kb,"processes of 212 KB, 417 KB, 112 KB, and 426 KB (in order)?",TCS-601/1970/4,CSE 3rd year.pdf,1,3852
6dd8429cc900,processing,processing?,(C),CSE 3rd year.pdf,1,372
f05977cc41b6,processor how yacc can be used to generate a parser,processor. How YACC can be used to generate a parser?,I = S9,CSE 3rd year.pdf,1,5372
462a880588b6,programming solution to a problem,programming solution to a problem?,SECTION-3,CSE 3rd year.pdf,1,6456
bf4b0d4c4e6a,prove that a red black tree with n internal nodes has height almost log,Prove that a red-black tree with n internal nodes has height almost 2log (n+1)?,Q2.,CSE 3rd year.pdf,1,7545
de2472c10072,provide a suitable,Provide a suitable,ARTIFICIAL INTELLIGENCE,CSE 3rd year.pdf,1,55
1e01d215bc09,rate,rate?,NETWORKS,CSE 3rd year.pdf,1,2437
d8d511b38140,addressing is performed,addressing is  performed?,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3149
dd730dfac570,reference take,reference take?,DS-1077],CSE 3rd year.pdf,1,6307
b6b571acd11a,regard to process aslubomanagement m wod,regard to process aslubomanagement ?m wod,OPERATING SYSTEM,CSE 3rd year.pdf,1,6213
4432d55c405e,repeat arq over go back n arq protocol,Repeat ARQ over Go Back-N ARQ protocol?,ST021_005 | 103.170.7,CSE 3rd year.pdf,1,2338
623e76c36aa2,require,require?,GRAPHICS,CSE 3rd year.pdf,1,1966
acaf32254355,rotation,Rotation,PTO,CSE 3rd year.pdf,1,2042
622d87b4493c,sbermo what is the content of the matrix need,Sbermo (i) What is the content of the matrix Need?,(OS-SX0),CSE 3rd year.pdf,1,3912
c7711334ec43,scaling,scaling,PTO,CSE 3rd year.pdf,1,2044
9a9e56edb7dc,scheme,scheme?,DS-1077],CSE 3rd year.pdf,1,6296
9f4bfc58c3f6,search technique,search technique?,TCS-603,CSE 3rd year.pdf,1,3313
f9109a70ae70,secondary storage management,secondary-storage management ?,ΑΠΟ ΠΟ,CSE 3rd year.pdf,1,6220
292dea2572a6,segment such a system what would be its advantages and disadvantages,segment such a system. What would be its advantages and disadvantages?,[P.T.O.],CSE 3rd year.pdf,1,780
83f8c9a33f31,separable graph,separable graph?,TCS-604 // 2000,CSE 3rd year.pdf,1,3584
0c5fe90169d9,shearing,shearing,PTO,CSE 3rd year.pdf,1,2046
47e5593a16c8,shell in unix,shell in Unix?,P100050-20T,CSE 3rd year.pdf,1,4169
f67eb31a86bd,show that the next fit algorithm for bp achieves an asymptotic ratio of show that ff nf,Show that the Next-Fit algorithm for BP (BIN-PACKING) achieves an asymptotic ratio of 2. Show that FF(I) ≤NF(I).,(B),CSE 3rd year.pdf,1,6538
daba95913211,show the use,Show the use,203-30T,CSE 3rd year.pdf,1,4417
3e4c73d6e3e3,show with examples timila,Show with examples. timila,DOAG),CSE 3rd year.pdf,1,5456
9a53b0819e7b,algorithm,algorithm?,TCS-503/1680,CSE 3rd year.pdf,1,6765
db1453a05708,slotted aloha,Slotted ALOHA,TOTE 2. ISDN,CSE 3rd year.pdf,1,948
f4a55a196594,so how is it resolved,"so, how is it resolved?",TCS-605/000/3 1980,CSE 3rd year.pdf,1,4383
cde8d96ef5d4,solve the following instance of the single source shortest paths problem with vertex v as the source,"Solve the following instance of the single-source shortest paths problem with vertex ""v3"" as the source.",SECTION-4,CSE 3rd year.pdf,1,6476
0c4b5cdd0940,source computer be informed of the situation,source computer be informed  of the situation?,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3144
399a58d1041a,sourcing involved in analytics,sourcing involved in analytics?,DATA ANALYTICS,CSE 3rd year.pdf,1,6885
dd1511711f93,spanning tree,Spanning tree?,TCS-604 // 2000,CSE 3rd year.pdf,1,3588
48939eb7de81,starve cpu bound betudniaid programs,starve CPU-bound betudniaid programs?,0=4X2,CSE 3rd year.pdf,1,6272
8357cbe3ff90,state and explain the weileratherton polygon clipping algorithm with proper diagram,State and explain the weileratherton polygon clipping algorithm with proper diagram.,Section C,CSE 3rd year.pdf,1,1797
3cadc4703953,state and prove the following d transformations matrix,state and prove the following 2d transformations matrix,PTO,CSE 3rd year.pdf,1,2038
77fbfed27aa6,state if backtracking always produces optimal solution describe how to implement a queue using two stacks and o additional memory so that the amortized time for any,"State if backtracking always produces optimal solution. Describe how to implement a queue using two stacks and O(1) additional memory, so that the amortized time for any",12. (A) (B),CSE 3rd year.pdf,1,6464
2c2acc09e9ff,state sutherland hodgeman polygon clipping algorithm and also mention its advantages and state the differences between concave amp convex polygon,State Sutherland-hodgeman polygon clipping algorithm and also mention its advantages and state the differences between concave &amp; convex polygon.,TCS-501/2120,CSE 3rd year.pdf,1,1868
1113fac36108,state the baye s theorem explain bayesian network in detail,State the Baye's theorem. Explain Bayesian Network in detail.,[P.T.O.],CSE 3rd year.pdf,1,227
db749924c943,state the various design issues for the data link layer sketch the manchester and differential manchester encoding for the bit stream,State the various design issues for the data link layer. Sketch the Manchester and differential Manchester encoding for the bit stream 0001110101,UNIT-II,CSE 3rd year.pdf,1,5734
f12522613125,algorithm what are firewalls,algorithm.  (ii) What are firewalls?,CST021_005 |,CSE 3rd year.pdf,1,2377
a63e05762dd6,statements be transformed into a list a list of blocks,statements be transformed into a list a list of blocks?,DOAG),CSE 3rd year.pdf,1,5456
3d493d194618,store bits pixel,store 12 bits/pixel?,(4X5=20),CSE 3rd year.pdf,1,517
10c6780a5460,strings what is knapsack problem,strings. What is 0/1 knapsack problem?,Q2.,CSE 3rd year.pdf,1,7566
41b426fb69c8,structures,Structures?,DESIGN & ANALYSIS OF ALGORITHM,CSE 3rd year.pdf,1,6645
3b07acc26e2c,substructure property in a dynamic programming problem,"substructure property"""" in a dynamic programming problem?",SECTION-3,CSE 3rd year.pdf,1,6457
9379b009148c,summarize function of preprocessor,(c) Summarize function of preprocessor?,BCST-602,CSE 3rd year.pdf,1,4514
7085f4b5a4d6,suppose we need a dataword of at least bits,Suppose we need a dataword of at least 7 bits.,ST021_005 | 103.170.7,CSE 3rd year.pdf,1,2331
317f1e761f2f,system,System?,TCS-601,CSE 3rd year.pdf,1,3708
317f1e761f2f,system,system?,UNIT-V,CSE 3rd year.pdf,1,5661
8efd86fb78a5,t,30T,203-30T,CSE 3rd year.pdf,1,4413
534e8c894772,t o,T.O,P.T.O,CSE 3rd year.pdf,1,7582
09706c418809,also,Also,OLI OTOD OS => [,CSE 3rd year.pdf,1,5585
c3ee137d4f22,table,table?,"EVEN SEMESTER EXAMINATION, 2023 – 24",CSE 3rd year.pdf,1,1025
0200d6bad125,take a graph and draw its,Take a graph and draw its,TCS-604 // 2000,CSE 3rd year.pdf,1,3620
9d1048b01b56,tasmsigmi jton vw,tasmsigmi 120jton vW,DS-1077],CSE 3rd year.pdf,1,6296
c95ee47689a0,tech,TECH (CSE) (SEMESTER-V),B.TECH (CSE) (SEMESTER-V),CSE 3rd year.pdf,1,2101
09706c418809,also,Also,Q.4.,CSE 3rd year.pdf,1,2501
c95ee47689a0,tech,TECH. (SEMESTER-V),B.TECH. (SEMESTER-V),CSE 3rd year.pdf,1,6573
c95ee47689a0,tech,TECH. (SEMESTER-VI),B.TECH. (SEMESTER-VI),CSE 3rd year.pdf,1,1234
c95ee47689a0,tech,Tech,NOTE:,CSE 3rd year.pdf,1,328
c95ee47689a0,tech,Tech (SEM.VI),TCS 604,CSE 3rd year.pdf,1,3508
c95ee47689a0,tech,Tech.,TCS 603,CSE 3rd year.pdf,1,486
c95ee47689a0,tech,Tech.,TCS-501,CSE 3rd year.pdf,1,2789
c95ee47689a0,tech,Tech.,TCS-501/1600,CSE 3rd year.pdf,1,848
c95ee47689a0,tech,Tech.,TCS-502,CSE 3rd year.pdf,1,5642
c95ee47689a0,tech,Tech.,TCS-503,CSE 3rd year.pdf,1,6371
c95ee47689a0,tech,Tech.,TCS-603,CSE 3rd year.pdf,1,5067
c95ee47689a0,tech,Tech. (CS) (6TH Semester),TCS-402/1960/4,CSE 3rd year.pdf,1,4276
c95ee47689a0,tech,Tech. (CS) (6TH Semester),TCS-601,CSE 3rd year.pdf,1,3672
c95ee47689a0,tech,Tech. (Computer Science Engg.) (SEMESTER-VI),TCS-602,CSE 3rd year.pdf,1,1511
c95ee47689a0,tech,Tech. (SEMESTER-VI),ARTIFICIAL INTELLIGENCE,CSE 3rd year.pdf,1,81
835e293d6a56,tech sed,TECH. (SEMESTER-V) sed,TCS-501,CSE 3rd year.pdf,1,624
161951980579,tech th semester cse,Tech. 4th Semester CSE,TCS-402,CSE 3rd year.pdf,1,3966
825347985204,telephone network very soon,telephone network very soon?,Q.4.,CSE 3rd year.pdf,1,2536
b3d23398142a,the difference between http and https protocol,the difference between http and https protocol?,Q.4.,CSE 3rd year.pdf,1,2526
9720dd72d878,the effective memory reference time,the effective memory reference time?,DS-1077],CSE 3rd year.pdf,1,6310
93d264da4b0e,the various clipping parameters in d clipping,the various clipping parameters in 3D clipping?,[P.T.O.],CSE 3rd year.pdf,1,736
1014c14dc602,time complexity of your algorithm,time complexity of your algorithm?,TCS-503/2280,CSE 3rd year.pdf,1,7482
12d5ce0ff77c,tomit,0 TomiT,TCS-601/1970/4,CSE 3rd year.pdf,1,3742
cf68b44af7a7,transmission impairment,transmission impairment?,[P.T.O.],CSE 3rd year.pdf,1,2234
36f343d2194d,tree for this string what language does this grammar generate,tree for this string.  What language does this grammar generate?,COMPILER DESIGN,CSE 3rd year.pdf,1,1153
706d704f3668,unguided media,unguided media?,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3205
b3ec2aeb25e3,unhandled exceptions,unhandled exceptions?,TCS-605/000/3 1980,CSE 3rd year.pdf,1,4407
5fdc4368e0f8,also discuss the,Also discuss the,OM HOR,CSE 3rd year.pdf,1,5432
2a1e2f47b171,use the network architecture knowledge to compare,Use the network architecture knowledge to compare,ST021_005 | 103.170.7,CSE 3rd year.pdf,1,2320
691a77cd21a3,vs,vs,OPERATING SYSTEM,CSE 3rd year.pdf,1,6201
a110e6b9a361,what,What,TCS-402/1960/4,CSE 3rd year.pdf,1,4028
83a8677e40d9,what are approximation algorithms,(a) What are approximation algorithms?,[P.T.O.],CSE 3rd year.pdf,1,6715
165b1a0162ee,what are different types of jit,(b) What are different types of JIT?,TCS-402/1960/4,CSE 3rd year.pdf,1,4307
fdf4a8cc5a01,what are problems with the crt as a computer display,What are problems with the CRT as a computer display?,(4X5=20),CSE 3rd year.pdf,1,506
eba804536baf,what are reasons for using layered protocols,What are reasons for using layered protocols?,NETWORKS,CSE 3rd year.pdf,1,2430
34e7f51ca67d,what are s attributed and l attributed definition,(e) What are S-attributed and L-attributed definition?,BCST-602,CSE 3rd year.pdf,1,4535
52d2b29377dc,what are shared assemblies,(a) What are Shared Assemblies?,203-30T,CSE 3rd year.pdf,1,4455
84d73b6eeae6,what are the advantages and disadvantage of transport laver,What are the advantages and disadvantage of transport laver?,COMPUTER NETWORK,CSE 3rd year.pdf,1,2129
dda99d1e0189,what are the advantages and disadvantages of recording the name of the creating program with the file s attributes,What are the advantages and disadvantages of recording the name of the creating program with the file's attributes.,DS-1077],CSE 3rd year.pdf,1,6332
148f92ea583c,what are the benefits and the detriments of each of the following,(b) What are the benefits and the detriments of each of the following?,DS-1077],CSE 3rd year.pdf,1,6248
8cff945696fd,what are the differences and similarities between problem solving and planning,What are the differences and similarities between problem solving and planning?,(E),CSE 3rd year.pdf,1,380
8f0695e217f8,what are the different types,What are the different types,TCS-402/1960/4,CSE 3rd year.pdf,1,4325
0a19a9a77878,what are the different types of transmission technology,What are the different types of transmission technology?,UNIT-I,CSE 3rd year.pdf,1,5692
d3009b74269c,what are the limitations of propositional logic,What are the limitations of Propositional Logic?,APPLE,CSE 3rd year.pdf,1,149
e506b1d8a4a7,what are the network design issues involved in designing a typical network and what are the supporting design tools available to make the design as a good design explain how these design tools help to address design issues,What are the network design issues involved in designing a typical network and what are the supporting design tools available to make the design as a good design. Explain how these design tools help to address design issues.,UNIT-II,CSE 3rd year.pdf,1,5751
7ee435cad347,what are the responsibilities of session layer,(a) What are the responsibilities of session layer?,TCS-501/1600,CSE 3rd year.pdf,1,858
adaae45ab715,what are the values of snr and snrdb,What are the  values of SNR and SNRdB.,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3181
fb04dda6449b,what are the various design issues for the layers,(c) What are the various design issues for the layers?,5X4-20,CSE 3rd year.pdf,1,884
eaea130b2259,what are the various logical graphics input primitives,What are the various logical graphics input primitives?,PTO,CSE 3rd year.pdf,1,2081
309b9f02af6a,what are the various stages in big data analytics life cycle,(b) What are the various stages in big data analytics life cycle?,Q4.,CSE 3rd year.pdf,1,4714
fa70e39de1a6,what are types of enumeration,What are types of enumeration?,DS-99721,CSE 3rd year.pdf,1,5974
599dfffc82da,what are various back face detection algorithm,What are various back face detection algorithm?,PTO,CSE 3rd year.pdf,1,2054
ec1c3983410e,what do we understand by the optimal,"(B) What do we understand by the ""optimal",SECTION-3,CSE 3rd year.pdf,1,6456
22302f5797ca,what do you mean by application layer,What do you mean by application layer?,UNIT-V,CSE 3rd year.pdf,1,5659
68056acd9de4,what do you mean by congestion control and qos,What do you mean by congestion control and QoS?,UNIT-IV,CSE 3rd year.pdf,1,5777
688b9de5dd8c,what do you mean by encapsulation,(b) What do you mean by Encapsulation?,203-30T,CSE 3rd year.pdf,1,4417
2411b241e071,what do you mean by looping unrolling,What do you mean by Looping unrolling?,[P.T.O.],CSE 3rd year.pdf,1,1583
88fea92b8d6c,what do you mean by reflection and shearing explain with diagram and matrix form,"What do you mean by reflection and shearing, explain with diagram and matrix form.",Section B,CSE 3rd year.pdf,1,1773
5fa82abcf33a,what do you mean by transmission impairment,What do you mean by transmission impairment?,[P.T.O.],CSE 3rd year.pdf,1,2232
c853e31434f3,what do you understand by ambiguity in grammar,What do you understand by ambiguity in grammar?,Q1.,CSE 3rd year.pdf,1,1303
8df422c18dcf,what do you understand by incidence matrix,(b) What do you understand by incidence matrix?,TCS-604 // 2000,CSE 3rd year.pdf,1,3620
f245d3be163b,what do you understand by lexical phase error and syntactic phase error,(b) What do you understand by Lexical phase error and syntactic phase error?,OLI OTOD OS => [,CSE 3rd year.pdf,1,5585
869543a8022a,also explain b trees,Also explain B trees,Q5.,CSE 3rd year.pdf,1,7618
580a67cd1516,also explain delay,Also explain delay,203-30T,CSE 3rd year.pdf,1,4455
4f3ff4c9472f,what do you understand by sliding window protocol and data link protocols,What do you understand by Sliding Window protocol and Data Link Protocols?,[P.T.O.],CSE 3rd year.pdf,1,2242
55427488a202,also use this algorithm to,also Use this algorithm to,[P.T.O.],CSE 3rd year.pdf,1,754
1a2fe145f4b7,what happens when we use the goemans williamson algorithm for max cut on a triangle square pentagon specifically what can be inferred on the algorithm s ratio and on the integrality ratio of the relaxation,"What happens when we use the Goemans-Williamson algorithm for MAX-CUT on a triangle? Square? Pentagon? Specifically, what can be inferred on the algorithm's ratio and on the integrality ratio of the relaxation?",(B),CSE 3rd year.pdf,1,6534
f8359e59868f,what is,What is,Q.4.,CSE 3rd year.pdf,1,2525
00600d43d4f0,what is a algorithm search method,(A) What is A* algorithm search method?,(F),CSE 3rd year.pdf,1,388
0415138c1c4e,what is a b tree,What is a B-Tree?,Q2.,CSE 3rd year.pdf,1,7554
100e05f351e3,what is a graph,(a) What is a Graph?,GRAPH THEORY,CSE 3rd year.pdf,1,3535
86cb8f0c95eb,what is a segment and segment table,What is a segment and segment table?,GRAPHICS,CSE 3rd year.pdf,1,2000
83272f4acb28,what is a spanning tree and a minimum spanni tree,What is a spanning tree and a minimum spanni tree?,DS-99721,CSE 3rd year.pdf,1,5973
fede4b97ae1e,what is a turing machine,What is a Turing machine?,ARTIFICIAL INTELLIGENCE,CSE 3rd year.pdf,1,5095
81d8a8eb1117,what is al,What is Al?,ARTIFICIAL INTELLIGENCE,CSE 3rd year.pdf,1,110
f902e3da58e7,what is an assembly,(d) What is an Assembly?,TCS-402/1960/4,CSE 3rd year.pdf,1,4325
27b5c4b643e1,what is an indexer in c,(f) What is an Indexer in C#?,TCS-605/000/3 1980,CSE 3rd year.pdf,1,4391
ea7509c65965,what is ant colony system,(C) What is Ant-Colony System?,10X 2,CSE 3rd year.pdf,1,457
f139f22f3884,what is artificial intelligence,What is Artificial Intelligence?,(F),CSE 3rd year.pdf,1,384
a6fe4194722f,what is b and b tree,What is B and B+ tree?,DESIGN & ANALYSIS OF ALGORITHM,CSE 3rd year.pdf,1,6589
22a9183b10a7,what is cluster,(a) What is Cluster?,Q4.,CSE 3rd year.pdf,1,4701
a21c967a480d,what is code optimization,(b) What is Code Optimization?,BCST-602,CSE 3rd year.pdf,1,4545
f801c8c5ed65,what is context switching,(c) What is Context switching?,TCS-601/1970/4,CSE 3rd year.pdf,1,3740
18ebc56c2ac7,what is cryptography,What is cryptography?,Q.4.,CSE 3rd year.pdf,1,2509
51cf23d867e3,what is dll hell problem,(b) What is DLL Hell problem?,203-30T,CSE 3rd year.pdf,1,4459
de6af60c3e71,what is expert system,(a) What is expert system?,DS-1079],CSE 3rd year.pdf,1,5203
2d29b238190e,what is expert system and characteristics of expert system with example,(B) What is expert system and characteristics of expert system with example?,10X 2,CSE 3rd year.pdf,1,456
6ba3d40b19c5,what is fuzzy logic,What is fuzzy logic?,(F),CSE 3rd year.pdf,1,394
4053d9947b3e,what is global data flow analysis,(a) What is global data flow analysis?,DS-1079],CSE 3rd year.pdf,1,5259
9a50f906771b,what is ieee standards used for lan and wireless explain,What is IEEE standards used for lan and wireless explain?,WAN,CSE 3rd year.pdf,1,2458
4444e2381bda,what is interface,(c) What is Interface?,203-30T,CSE 3rd year.pdf,1,4445
59ef094cae27,what is ip addressing,(b) What is IP Addressing?,[P.T.O.],CSE 3rd year.pdf,1,2251
e16273aaeabe,what is isdn,What is ISDN?,NETWORKS,CSE 3rd year.pdf,1,2432
df351e6f414f,what is isomorphism,(a) What is isomorphism?,TCS-604 // 2000,CSE 3rd year.pdf,1,3566
fe18600401b8,what is its use,What is its use,DS-1079],CSE 3rd year.pdf,1,5259
2aef3e0d2256,what is lex and yacc what is the format of lex input file,What is LEX and YACC. What is the format of LEX input file.,Q1.,CSE 3rd year.pdf,1,1262
4681151e3ae9,what is lexical analysis discuss the design of a lexical analyzer generator,(d) What is lexical analysis discuss the design of a lexical analyzer generator?,BCST-602,CSE 3rd year.pdf,1,4518
05c26bfdefdb,what is meant by syntax tree,(c) What is meant by syntax tree?,BCST-602,CSE 3rd year.pdf,1,4530
7bcfc35d2e21,what is minimum spanning tree,What is minimum spanning tree?,DESIGN & ANALYSIS OF ALGORITHM,CSE 3rd year.pdf,1,6601
35ff056923dd,what is multipurpose internet mail extension and for what it is used,What is multipurpose Internet Mail Extension (MIME) and for what it is used?,Q.4.,CSE 3rd year.pdf,1,2544
cd3c3f112791,what is multitasking and real time operating,What is Multitasking and real time Operating,TCS-601,CSE 3rd year.pdf,1,3706
14db5099ebcb,what is non monotonic reasoning,What is non-monotonic reasoning?,[P.T.O.],CSE 3rd year.pdf,1,223
e68d183cce29,what is one,What is one,COMPUTER NETWORKS,CSE 3rd year.pdf,1,3138
69ff8fa87e68,what is operating system,(a) What is operating system?,TCS-601,CSE 3rd year.pdf,1,3692
f152a650f065,what is piggybacking,(ii) What is piggybacking?,ST021_005 | 103.170.7,CSE 3rd year.pdf,1,2331
b8ec24f95f74,what is point to point protocol,What is point-to-point protocol?,[P.T.O.],CSE 3rd year.pdf,1,2244
ca7ba79388ff,what is seek time and rotational latency,(a) What is seek time and rotational latency?,TCS-601/1970/4,CSE 3rd year.pdf,1,3824
6d5cfe42f352,what is segment,What is segment?,COMPUTER GRAPHICS,CSE 3rd year.pdf,1,691
5fa245236650,what is separable graph,(a) What is Separable Graph?,TCS-604 // 2000,CSE 3rd year.pdf,1,3582
eeedec1f0bdc,what is silly window syndrome in tcp flow control,What is silly window syndrome in TCP flow control?,Q.4.,CSE 3rd year.pdf,1,2514
93040cb7fa2b,what is string matching algorithm,What is string matching algorithm?,Q5.,CSE 3rd year.pdf,1,7620
63d26c20f22a,what is symbol table,What is Symbol Table?,Q4.,CSE 3rd year.pdf,1,1436
63d26c20f22a,what is symbol table,What is symbol table?,OLI OTOD OS => [,CSE 3rd year.pdf,1,5590
5e1f380719a5,what is the common way to represent and parse grammars for natural language,What is the common way to represent and parse Grammars for natural language,(C),CSE 3rd year.pdf,1,370
b1edfa57ca4b,what is the computer network,What is the computer Network?,COMPUTER NETWORK,CSE 3rd year.pdf,1,2111
23c531ac2a40,what is the concept of boxing and unboxing,(a) What is the concept of boxing and unboxing?,TCS-605/000/3 1980,CSE 3rd year.pdf,1,4359
05b42191797a,what is the difference between strong artificial and week artificial intelligence,What is the difference between strong artificial and week artificial intelligence.,(C),CSE 3rd year.pdf,1,360
b780ffb200d4,what is the importance of connectivity in,What is the importance of Connectivity in,TCS-604 // 2000,CSE 3rd year.pdf,1,3582
9f157dd1d29f,what is the importance of travelling salesman problem in graph theory,(a) What is the importance of Travelling Salesman Problem in Graph Theory?,TCS-604 // 2000,CSE 3rd year.pdf,1,3618
e8162d8ebacf,what is the maximum and minimum size of a udp datagram,What is the maximum and minimum size of a UDP datagram?,Q.4.,CSE 3rd year.pdf,1,2501
f3383ea9b729,what is the network structure and architecture,What is the Network structure and architecture?,COMPUTER NETWORK,CSE 3rd year.pdf,1,2111
072c25f1f73a,what is the osi reference model,What is the OSI reference model?,COMPUTER NETWORK,CSE 3rd year.pdf,1,2113
3b828ad7debb,what is the reason for its inefficiency and how is it,What is the reason for its inefficiency and how is it,[P.T.O.],CSE 3rd year.pdf,1,2257
5cfec68b21d7,what is the role of kernal and shell in unix,What is the role of kernal and shell in Unix?,UNIX AND SHELL PROGRAMMING,CSE 3rd year.pdf,1,4004
d9ffa0837fc2,what is the role of lexical analyzer expain the process of constructing the nfa from regular expression,What is the role of lexical analyzer. Expain the process of constructing the NFA from regular expression.,Q1.,CSE 3rd year.pdf,1,1268
713ed7a45817,what is the significance of scatter plot matrix,(d) What is the significance of scatter plot matrix?,BCST-603,CSE 3rd year.pdf,1,4664
24f6c5978f88,what is the swarm intelligent system,(b) What is the swarm intelligent system?,TCS-603/1800,CSE 3rd year.pdf,1,291
da6b091932a8,what is the various input,What is the various input,PTO,CSE 3rd year.pdf,1,2081
722c6c77f4c1,what is thrashing,(b) What is thrashing?,TCS-601/1970/4,CSE 3rd year.pdf,1,3828
ce98688885a7,what is topological sorting,What is Topological sorting?,TCS-503/1680,CSE 3rd year.pdf,1,6770
d16b0d0e10f2,what is translator,What is Translator?,SECTION-E,CSE 3rd year.pdf,1,1668
5f3f4251f782,what is udp,What is UDP?,Q.4.,CSE 3rd year.pdf,1,2501
b0640ad3f241,what language is generated by the following grammar,What language is generated by the following grammar?,(X+Y) * (Y+Z) + (X+Y+Z),CSE 3rd year.pdf,1,1345
e9c5c91535ae,what steps are required to generate a circle using the polynomial method,What steps are required to generate a circle using the polynomial method,",C(60,40), D(20,40).",CSE 3rd year.pdf,1,1818
69db37a421d1,what steps are required to scan convert a circle using bresenham s algorithm,What steps are required to scan convert a circle using Bresenham's algorithm.,Section B,CSE 3rd year.pdf,1,1781
7b366274960d,an atm network uses a token bucket scheme for traffic shaping a new token is put into a bucket every micro seconds what is maximum sustainable net data rate excluding header bits,An ATM network uses a token bucket scheme for traffic shaping. A new token is put into a bucket every 5 micro seconds. What is maximum sustainable net data rate excluding header bits?,UNIT-II,CSE 3rd year.pdf,1,5755
619f0c8997ec,what would you gain and what would you lose by using this policy rather than lru,What would you gain and what would you lose by using this policy rather than LRU.,DS-1077],CSE 3rd year.pdf,1,6316
c0e317a5e5ae,when and how dynamic programming approach is applicable,When and how dynamic programming approach is applicable?,Q3.,CSE 3rd year.pdf,1,7579
ef775618c5f6,when does it occur,When does it occur?,TCS-601/1970/4,CSE 3rd year.pdf,1,3828
fab9df75fe66,when web pages are sent out they are prefixed,"When web pages are sent out, they are prefixed",UNIT-V,CSE 3rd year.pdf,1,5659
6cf970be9e7d,which algorithm makes the most efficient use of memory,Which algorithm makes the most efficient use of memory?,TCS-601/1970/4,CSE 3rd year.pdf,1,3854
cffa50a32cb1,and,"1, 6, 30), and (d1, d2, …..,  d7) = (1, 3, 4, 3, 2, 1, 2)?",ANALYSIS OF ALGORITHMS,CSE 3rd year.pdf,1,3046
7f55485d746f,why are multiple passes required in a compiler describe strategies for reducing the number of passes,Why are multiple passes required in a compiler. Describe strategies for reducing the number of passes.,Q1.,CSE 3rd year.pdf,1,1282
fb5df1c4717c,why bolare segmentation and paging sometimes combined bos into one,Why bolare segmentation and paging sometimes combined bos into one,DS-1077],CSE 3rd year.pdf,1,6295
